Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO2 emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
-0.06540122,-1.0330765,-0.97954977,-0.9558241,-0.60280395,-0.6084202,-0.1632684,-0.9665645,-0.7197049
0.33772376,-0.9860271,-0.93364716,-0.9598803,-0.27222806,-0.71177346,-0.7205594,-0.75580317,-0.779541
-0.72171223,0.03059791,-0.51144266,-0.90390486,1.2852601,-0.8396561,0.052552927,0.16036755,-0.9474367
-0.13090682,-0.92994124,-0.5931909,-0.62402016,0.14243257,-0.6339575,-0.25551394,-0.1547749,-0.711888
-0.2006925,-0.9185625,-0.7094791,-0.5910103,0.24995439,-0.6933813,-0.28842455,-0.17303428,-0.8078536
0.074313946,-0.9436506,-1.0115817,-0.95902294,0.18751313,-0.71151966,-0.69806254,-0.7944061,-0.88970584
-0.5075572,-1.0111222,-0.5338871,-1.0617332,-0.005952705,-0.61761194,-0.2723328,-0.12031727,-0.7737304
-0.14461821,-0.92406046,-0.761956,-0.639402,0.2359847,-0.70651716,-0.3535538,-0.2845392,-0.82811093
-0.18762979,-0.9057272,-0.7475079,-0.5800974,0.24417983,-0.6892643,-0.27312952,-0.24849209,-0.81094843
0.9422608,-1.0132889,-0.94547987,-1.0227019,-0.3482008,-0.6135661,-0.59365463,-0.5617486,-0.3687723
-0.7156244,-0.9162084,-1.0002961,-0.8143409,0.27828008,-0.6562627,-0.08391605,-0.06709757,-0.79244643
-0.11436912,-0.9450475,-0.91286284,-0.95217377,-0.51956546,-0.55243236,-0.06857948,-0.7989319,-0.709025
-0.42622474,-0.8242622,-0.99209106,-0.68568337,0.4132474,-0.8360662,-0.35088173,-0.2324467,-1.0168431
0.8595468,-1.0126722,-0.8997331,-0.9997489,-0.98595756,-0.7674708,-1.0555834,-0.7332096,-0.6287639
-0.21620813,-0.9572403,-0.60098875,-0.9410283,0.0203221,-0.6288905,-0.38378206,-0.300936,-0.7798002
0.66576684,-1.0089718,-0.98010975,-0.9980182,-0.5983437,-0.6824711,-0.6149132,-0.690949,-0.36982545
0.12756914,-0.9813957,-0.99666584,-0.9886192,0.15524949,-0.71947205,-0.7416121,-0.8446965,-0.89193976
-0.4583374,-0.9687331,-0.62302494,-0.84894496,0.08967541,-0.620228,-0.251855,-0.14117354,-0.7694254
-0.44167075,-0.9317062,-0.3619639,-1.0760763,-0.03458868,-0.54345936,-0.30270398,-0.009710096,-0.77052456
0.81048816,-1.0318913,-0.898152,-1.0169481,-0.9738027,-0.80815107,-1.1191605,-0.6860725,-0.6828638
0.76756835,-0.968346,-0.9292078,-0.95516014,-0.6526399,-0.676766,-0.7674583,-0.69500154,-0.6340906
0.53042287,-0.99990904,-0.9615065,-1.0033838,-0.3824041,-0.74950063,-0.8804985,-0.7618461,-0.7708901
-0.07557286,-0.9892527,-0.9524227,-0.9675941,-0.5030059,-0.57359755,-0.10232635,-0.87031716,-0.68458444
-0.5152785,-1.0069261,-0.3844021,-1.0783931,-0.007406548,-0.6075512,-0.3020914,-0.032660745,-0.83974874
0.39193305,-1.0509952,-0.9454301,-1.0390309,-0.7327524,-0.7109128,-0.6610353,-0.8361583,-0.70152587
-0.69230825,-0.95368636,-0.9674343,-0.8644148,0.15512557,-0.59678346,-0.03993715,0.001102783,-0.69595015
-0.5815418,-0.9380741,-0.7205833,-0.92802185,0.063534155,-0.5646009,-0.16095924,-0.061468475,-0.7227137
-0.110432915,-0.9209684,-0.5985312,-0.5381744,0.18748415,-0.6436979,-0.22175007,-0.1575768,-0.71254146
-0.57387793,-0.9021863,-0.8249486,-0.88054323,0.25758463,-0.63896835,-0.2722596,0.30701807,-0.700316
0.06906117,-1.0349371,-0.97374725,-0.9890792,-0.6364645,-0.62431043,-0.25215712,-0.948977,-0.6992855
-0.11123451,-0.95630366,-0.92299885,-0.95106524,-0.32245153,-0.5934905,-0.1959817,-0.7621541,-0.7775363
-0.83509445,-0.97347486,-1.0089047,-0.9638204,0.04765104,-0.5436813,0.049977828,0.112317316,-0.63772136
-0.66203356,-0.94296646,-0.88624567,-0.8856169,0.120019004,-0.5821883,-0.06599809,-0.04614573,-0.7007929
-0.42896706,-0.7593811,-0.8953128,-0.7400465,0.45424026,-0.7529748,-0.36818475,-0.057402514,-0.9681175
-0.40674385,0.22676967,0.19728202,-0.47179142,0.36639982,-0.7850222,0.46540803,-0.24280202,-0.7338484
0.9194095,-0.9970584,-0.84805954,-0.9429442,-0.07787394,-0.506114,-0.5644385,-0.50694865,-0.79855573
0.83169454,-1.0222818,-0.91417193,-0.9927733,-0.90432936,-0.7717685,-0.9942433,-0.7195712,-0.56315947
0.88926464,-1.0622056,-0.92567015,-1.0309448,-0.91815513,-0.7469997,-1.0372032,-0.7420975,-0.6342165
0.1600683,-1.0073943,-1.0560805,-1.0394256,0.15049018,-0.76112926,-0.7983376,-0.9358594,-0.95346904
0.108508654,-0.9711919,-0.99855775,-0.98543876,0.17113759,-0.71082205,-0.741304,-0.83625066,-0.88683724
-0.72151875,-0.9563679,-0.92468244,-0.8918489,0.11897093,-0.5716189,-0.034309097,-0.031458043,-0.68959427
-0.4934757,-0.68885356,-0.9389282,-0.711725,0.518158,-0.8507518,-0.293512,-0.191782,-1.0340333
-0.45888427,-0.935186,-0.30756134,-1.0511457,-0.02456884,-0.54825896,-0.30726933,0.013550922,-0.78773385
-0.035668068,-0.914361,-0.92718375,-0.8033125,0.2006195,-0.7117549,-0.52565336,-0.5378867,-0.87044746
0.16059035,-0.99883413,-1.0355711,-1.013156,0.11542001,-0.74376017,-0.7704451,-0.8534853,-0.90031964
0.00745327,-0.9582231,-0.942358,-0.8906185,0.17820771,-0.71307147,-0.5905761,-0.6442029,-0.87918496
0.9402666,-0.997528,-0.9456004,-1.0044472,-0.28641462,-0.6300989,-0.5391378,-0.59215474,-0.3401831
-0.39016715,-0.9490701,-0.37808156,-0.962576,0.045226827,-0.58917254,-0.29685205,-0.032441493,-0.7541232
-0.30175766,-0.9966767,-0.6281457,-1.0141929,0.34759367,-0.63259333,-0.69436526,1.1144326,-0.64571744
0.91158354,-1.0014577,-0.95038563,-1.0257522,-0.6325933,-0.7381327,-0.7252152,-0.72251344,-0.28914255
-0.52067745,-0.51887137,-0.79346234,-0.79751706,0.73215646,-0.8337565,-0.20963152,-0.10806871,-0.9989232
0.9561565,-1.0586449,-0.9044626,-0.68765867,0.7649178,-1.0544758,-0.09380038,-1.1286857,-0.3937756
1.0658287,-0.9573654,-0.8096145,-0.54730594,0.8488442,-1.1008421,0.10864125,-1.1811913,-0.23314796
-0.9178119,-0.96010256,-0.99644154,-0.9473619,0.15994625,-0.5395193,0.008684101,0.17638531,-0.66539073
-0.06458368,-0.9598157,-0.8988314,-0.9621698,-0.5550678,-0.5762042,-0.030182432,-0.8656629,-0.7220126
0.6990542,-1.0116292,-0.8975212,-1.0179144,-0.87301356,-0.7659376,-0.93284845,-0.7482266,-0.65423167
0.9341247,-0.9569373,-0.8429117,-0.6992086,0.54791665,-0.93566793,-0.051656153,-0.9572368,-0.30297846
-0.37662748,-0.89094675,-1.0426428,-0.68173206,0.34764028,-0.82706696,-0.40081304,-0.27599505,-1.0241894
-0.117900334,-0.9312911,-1.0211383,-0.8725761,0.2642835,-0.77293694,-0.60502213,-0.5454709,-0.96191764
0.98136187,-1.0119374,-0.91267806,-1.0150831,-0.41208136,-0.5789427,-0.73128843,-0.5977858,-0.70589054
-0.14177892,-0.91577566,-0.6824311,-0.5519108,0.1998453,-0.6500042,-0.24670202,-0.21687129,-0.7507451
-0.86953306,-0.9852985,-1.1097478,-0.9187853,0.0799333,-0.5577062,0.047071304,0.0241426,-0.6687432
0.90314406,-1.1545783,-1.1590918,-1.0871986,-0.45495003,-0.7186665,-0.5501065,-0.7338318,-0.04539987
-0.17966771,-0.9671521,-0.9409479,-0.94463927,-0.43855762,-0.6053835,-0.045151304,-0.906022,-0.68236667
-0.012316518,-0.92989504,-0.9763985,-0.87364,0.19094831,-0.71999675,-0.6000106,-0.6381405,-0.8976826
-0.73420995,-0.9774076,-0.9148376,-0.9767919,0.06102541,-0.57098234,-0.0882491,0.03001196,-0.6974258
-0.10835662,-0.9344653,-0.67233425,-0.580469,0.20982705,-0.6743652,-0.2886266,-0.23401278,-0.75400865
-0.6814329,-0.9614477,-0.63632935,-1.057936,0.050002262,-0.5483746,-0.160737,0.081689395,-0.7098098
-0.20083937,-0.8863677,-0.89669925,-0.67874503,0.2546404,-0.74192244,-0.35277382,-0.30299857,-0.88738096
-0.82101965,0.14531319,-0.4099325,-0.7964977,1.3416295,-0.86335295,0.17247961,0.1495867,-0.96100014
0.9478907,-0.9826944,-0.8773229,-0.80534893,0.22398792,-0.8572425,-0.18273002,-0.864175,-0.17806885
-0.16004875,-1.0974354,-1.0456293,-0.97730666,-0.5954435,-0.64399016,-0.16456635,-0.9997686,-0.6895112
0.17547107,-0.9884661,-0.9916856,-0.95740676,-0.28382337,-0.68925923,-0.53350705,-0.82538027,-0.79607135
-0.18594274,-0.89820576,-0.83504707,-0.9204997,-0.31999236,-0.54883534,-0.079858586,-0.7141419,-0.6825745
0.9207711,-1.0137874,-1.0123045,-1.0079709,-0.4253711,-0.691951,-0.49062827,-0.63467836,-0.038010117
0.9660909,-0.97525007,-0.8669094,-0.9343415,-0.0833403,-0.6093798,-0.47582185,-0.61053646,-0.55605817
0.97268903,-1.0104151,-0.98393804,-0.93084043,-0.10284452,-0.7953078,-0.36069855,-0.73593706,-0.049204256
0.86788636,-0.9887026,-0.92674845,-0.94890904,-0.03600033,-0.76652,-0.3592198,-0.7177414,-0.20408246
0.7249755,-0.9991132,-0.9438009,-0.9914045,-0.7744172,-0.755121,-0.9818633,-0.6821326,-0.6849536
-0.27751485,-0.9241132,-0.44301155,-0.85109836,0.07352148,-0.59668994,-0.27005184,-0.11121511,-0.7570154
-0.4717777,-0.97644836,-0.6085163,-0.95541793,0.011715032,-0.6202161,-0.2509271,-0.17730573,-0.8079975
-0.433948,-0.6625782,-0.8881929,-0.72737485,0.54534537,-0.8069479,-0.26751903,-0.15793395,-0.9811514
-0.1139453,-0.9415809,-0.6228024,-0.5472087,0.2264631,-0.64997375,-0.2457448,-0.1581139,-0.7249352
-0.712009,-0.14705946,-0.6072445,-0.84788156,1.0894331,-0.8557607,-0.03817154,0.0885623,-0.97773325
0.39505136,-1.0106615,-1.0006359,-0.9924825,-0.15538242,-0.7446564,-0.8278954,-0.8400664,-0.81343955
-0.5880782,-0.9479702,-0.8736421,-0.8605302,0.18396102,-0.60174984,-0.1611458,0.16495904,-0.66270137
-0.3190916,-0.8627075,-0.9892626,-0.69978625,0.3385052,-0.80165476,-0.38496065,-0.24520549,-0.9907273
-0.73204845,-0.93558824,-0.5787175,-0.835782,0.001670174,-0.3998475,0.011598337,0.06505764,-0.490209
0.5071566,-0.99450564,-0.94327766,-0.95708835,-0.558183,-0.7564942,-0.89954627,-0.7551251,-0.74192846
-0.12560776,-1.0006118,-0.6670619,-0.7594282,0.28141737,-0.65790695,-0.49022534,0.2957183,-0.7450859
0.7422664,-0.9961878,-0.8976656,-0.97212595,-0.8948618,-0.7464734,-0.9967385,-0.6782792,-0.6544781
0.000511266,-0.97892964,-1.0128919,-0.98258436,-0.23847316,-0.6215245,-0.31215787,-0.8528243,-0.8187057
-0.5546092,-0.38034827,-0.7457744,-0.8361192,0.8183922,-0.8257331,-0.16732635,-0.012009965,-1.0046252
-0.074382834,-0.9877044,-0.9860699,-0.96954864,-0.43552393,-0.5815414,-0.14037852,-0.85041577,-0.7250309
-0.11849674,-0.9412411,-0.6850989,-0.88022083,0.09684216,-0.6396032,-0.43654275,-0.36182007,-0.79295564
-0.062756844,-1.011582,-0.9448956,-0.95227504,-0.56562656,-0.5887608,-0.10067244,-0.90387064,-0.68795615
1.0247447,-0.98562616,-0.9420955,-0.91202736,-0.033378437,-0.7975813,-0.30396494,-0.7649342,-0.079313576
-0.13479841,-0.9671662,-0.9234866,-0.9420982,-0.47715825,-0.56194764,-0.089205995,-0.81660634,-0.71081865
0.6429278,-0.95960087,-0.8570069,-0.8352745,0.013892368,-0.5397319,-0.49678624,-0.45443156,-0.80873716
0.90571594,-0.9956852,-0.8632834,-0.9540445,-0.08103813,-0.49263,-0.5753637,-0.4719459,-0.8231138
-0.5878298,-1.0066806,-0.70983887,-1.0847745,0.29172188,-0.58121127,-0.5542142,1.0123317,-0.6540235
-0.5111141,0.15012996,0.23956871,-0.43352112,0.38441777,-0.83030003,0.5068685,-0.36578962,-0.7226744
0.88334537,-0.96862674,-0.8768249,-0.9854476,-0.958481,-0.7566278,-1.0173204,-0.72946095,-0.5988709
-0.29478732,-0.90309775,-1.0373496,-0.73630536,0.2902249,-0.80241054,-0.43978843,-0.3142836,-0.9935982
-0.4808478,-0.9417409,-0.28455418,-1.0520138,-0.001213463,-0.55991507,-0.30156785,0.017059952,-0.80096626
-0.3393241,-0.95101875,-0.44975552,-0.89881295,0.08709337,-0.5975639,-0.28983408,-0.080832906,-0.7534176
0.9251644,-1.0202152,-0.8911839,-0.96188235,-0.12075217,-0.4864316,-0.5819719,-0.49674347,-0.7849612
0.28248248,-1.0042925,-1.0039862,-1.0042583,-0.1408469,-0.73288876,-0.8210925,-0.83395225,-0.82855135
0.72806334,-0.97335225,-0.86945677,-0.99030787,-0.84275323,-0.7023683,-0.8550321,-0.7439084,-0.6379132
-0.118564926,-0.9079201,-0.57930195,-0.5269683,0.19132003,-0.6247865,-0.19959874,-0.17164844,-0.7070814
-0.62401694,-0.95177543,-0.61093473,-0.9527718,0.058892444,-0.5769729,-0.18723387,-0.005108468,-0.7252207
-0.22545269,-0.8961483,-0.9254334,-0.6998585,0.27713376,-0.7810326,-0.41175836,-0.35227296,-0.94287664
-0.019739233,-1.1587378,-1.04048,-1.0394183,-0.7221306,-0.7119971,-0.44366366,-0.971945,-0.8483238
0.90079814,-0.98356915,-0.94986326,-0.9229016,-0.10572219,-0.7502989,-0.3276149,-0.7411259,-0.042560723
-0.44082454,-0.7756614,-0.9721789,-0.69269985,0.429276,-0.80631196,-0.34757727,-0.17270914,-1.0057728
0.9721126,-1.033953,-0.99994385,-1.0214462,-0.41359514,-0.7027867,-0.46705914,-0.64343643,0.05413944
-0.47675803,-1.0060189,-0.3729056,-1.1102347,-0.01335755,-0.60767335,-0.32944682,-0.012639098,-0.8442519
0.83093864,-0.9975603,-0.8774728,-1.0128016,-0.9268752,-0.76119596,-1.0138222,-0.6971034,-0.6480924
0.17127508,-0.9873779,-1.0327281,-1.0092272,0.14851893,-0.7338839,-0.7676437,-0.9089307,-0.90378046
0.961948,-1.0223675,-0.9942008,-1.0018642,-0.36827564,-0.72182935,-0.48359928,-0.6071693,0.020337556
0.949899,-0.9755999,-0.87414193,-0.78095317,0.38935226,-0.86843985,-0.19557826,-0.86927617,-0.38861915
-0.07936628,-0.9229791,-0.60683405,-0.528498,0.1643643,-0.6339161,-0.21389054,-0.16870314,-0.69619405
-0.09772452,-0.90496147,-0.86096835,-0.71964407,0.20654261,-0.70749,-0.40697485,-0.3836748,-0.82912683
0.9545647,-0.9359472,-0.7896054,-0.56494623,0.7879903,-1.0280293,0.0829203,-1.0829445,-0.297856
-0.53688395,-0.423868,-0.7405697,-0.8228319,0.76194894,-0.80085534,-0.19659133,0.023799047,-0.97314364
0.76443666,-0.99445164,-0.8941093,-0.9894268,-0.9134702,-0.7625125,-1.0186075,-0.67306906,-0.65338516
0.5537009,-0.9641078,-0.89884365,-0.90491647,0.036798917,-0.59823364,-0.5608293,-0.57490927,-0.8276888
0.98157924,-1.0122795,-0.9454848,-0.8323954,0.17895424,-0.85866815,-0.2619151,-0.8195161,-0.14431158
-0.58359426,-0.98196185,-0.7758158,-1.0143319,0.26607615,-0.60023946,-0.41567552,0.7263399,-0.6428335
-0.015398406,-0.9737059,-0.9914597,-0.9492808,-0.6228679,-0.56550497,-0.049015474,-0.9279929,-0.69651985
-0.38953108,-0.9642239,-0.62205935,-0.7983616,0.10121633,-0.6244993,-0.23977019,-0.13866724,-0.75616467
0.92351055,-0.9737152,-0.8247558,-0.6829611,0.6383002,-0.9815689,0.002395112,-1.0206058,-0.31298402
-0.179535,-0.9030212,-1.0133294,-0.7974469,0.26680237,-0.7718578,-0.520787,-0.44172248,-0.96863914
0.6753205,-1.0018965,-0.91034484,-0.9878927,-0.8247338,-0.7299173,-0.8243218,-0.7209834,-0.53205544
-0.096810006,-0.9134054,-0.63332874,-0.5182699,0.20480038,-0.64185935,-0.23267381,-0.18509364,-0.71318287
0.9311045,-1.0677152,-0.94438386,-1.0568944,-0.7956763,-0.69338924,-0.96259034,-0.7249865,-0.64975375
-0.6899746,-0.05523111,-0.5255193,-0.84604156,1.1734623,-0.8419052,0.010548461,0.124857254,-0.9951017
-0.57816863,-0.98641026,-0.6212356,-1.079198,-0.03290397,-0.6084253,-0.20376244,-0.021769248,-0.79873186
-0.048242263,-0.982084,-0.9997097,-0.9652714,-0.40256816,-0.5939236,-0.1727668,-0.86479354,-0.7583332
-0.001733027,-0.95174754,-0.9830706,-0.9096079,0.20771916,-0.72833556,-0.6617277,-0.66976404,-0.8972218
-0.11835242,-0.9128376,-0.5879204,-0.5479294,0.18082164,-0.638488,-0.2246597,-0.17643058,-0.70757484
0.9032746,-1.0226051,-0.91618806,-1.0218115,-0.72657067,-0.6844737,-0.9213836,-0.6614853,-0.67375326
-0.12315228,-0.9456501,-1.0519525,-0.8971461,0.2778623,-0.80110914,-0.6113108,-0.6022108,-0.97081524
0.5421125,-0.99230707,-0.9360365,-0.9494279,-0.6427081,-0.7341427,-0.8341481,-0.7243419,-0.69829273
-0.055258967,-0.9740957,-0.9504489,-0.95578784,-0.3439687,-0.600449,-0.19676451,-0.8319297,-0.7533245
-0.39608398,-0.8391587,-1.0045658,-0.6953464,0.38621557,-0.83345455,-0.35677686,-0.24837989,-1.0129639
-0.05777105,-0.9745984,-0.9531415,-1.0083108,-0.34900343,-0.59470767,-0.22044456,-0.8266216,-0.8002751
-0.45495343,-0.93084455,-0.37470877,-0.99116087,0.032607123,-0.56882566,-0.28556952,-0.025089808,-0.75869
-0.15572765,-0.994238,-0.9494597,-0.97038406,-0.54156286,-0.5702655,-0.060129415,-0.8757419,-0.7558248
0.77884686,-0.9981634,-0.91731477,-1.0059125,-0.54515773,-0.67967546,-0.8517455,-0.64012533,-0.7247141
0.60593444,-0.9724586,-0.91590726,-0.9548703,-0.6758689,-0.75593394,-0.9192272,-0.72040266,-0.70061934
-0.22562313,-0.9305892,-0.6819195,-0.73756635,0.23469532,-0.6406966,-0.39922777,0.2356695,-0.71949613
-0.8345713,-0.9935322,-0.9431029,-0.9872418,0.043019406,-0.5112425,-0.001609545,0.09824214,-0.58076435
0.8165858,-1.1565295,-1.1410389,-0.954513,-0.33876377,-0.73195106,-0.45099646,-0.84369284,-0.12509474
-0.32757476,-0.9508613,-0.45996988,-0.8816319,0.09483228,-0.60225445,-0.28602037,-0.08954493,-0.7556331
-0.05371695,-0.9468007,-0.7161834,-0.66525084,0.16224687,-0.66198856,-0.3727602,-0.3004022,-0.78092515
0.23248619,-1.0877258,-1.0664556,-0.8467777,-0.22988431,-0.6281893,-0.12212013,-0.83867234,-0.3714528
0.98380864,-1.0191003,-1.0213228,-1.0036206,-0.36022466,-0.7450988,-0.4479639,-0.6449035,0.017981205
0.37529746,-1.0032349,-1.0094476,-0.98222446,-0.22779192,-0.7556923,-0.87116206,-0.8516914,-0.8203336
0.9937775,-0.9367305,-0.8015071,-0.5702149,0.7717561,-1.0243101,0.10708688,-1.0997291,-0.28204483
-0.2895498,-0.85439557,-0.73927766,-0.82843894,0.31510055,-0.6664561,-0.47747606,0.4086007,-0.7573031
0.26694807,-1.1078583,-1.0588422,-1.0265805,-0.42918396,-0.64214736,-0.22617675,-0.82120574,-0.34557852
0.22716731,-1.0281334,-0.9882513,-1.0140129,-0.6919452,-0.64121217,-0.4199076,-0.9012305,-0.677816
0.556645,-1.2513448,-1.2199478,-0.86120003,-0.23622029,-0.77519,-0.32839894,-1.1295058,-0.30452964
-0.14145428,-0.925891,-0.62923384,-0.54163617,0.21598245,-0.6549153,-0.24178572,-0.19452146,-0.74764985
0.3163328,-0.9939344,-0.92344064,-1.0157418,-0.7082767,-0.600612,-0.4718228,-0.8039177,-0.61828184
0.92349136,-1.0667448,-0.9477497,-1.0740645,-0.63302463,-0.64885765,-0.83369076,-0.68522793,-0.5709458
-0.08650014,-0.917026,-0.61795026,-0.5171826,0.18574679,-0.6306288,-0.24415681,-0.14629665,-0.70949316
0.13989222,-1.0098593,-1.0387222,-0.97827554,-0.34017396,-0.6727753,-0.44561413,-0.8812249,-0.802982
-0.18784237,-0.91714483,-0.51122546,-0.7059382,0.12703952,-0.59878486,-0.24963333,-0.11301467,-0.71487355
-0.087924056,-0.91763437,-0.7292624,-0.64867634,0.19389717,-0.66191995,-0.3453515,-0.30274227,-0.77646
-0.1349914,-0.93264085,-0.61885816,-0.542565,0.21130033,-0.65461105,-0.23839541,-0.17046034,-0.7366966
-0.26457098,-0.89066285,-0.8735064,-0.64025456,0.27130246,-0.7469514,-0.3490971,-0.23427105,-0.9161883
-0.6909763,-0.9543085,-0.9322412,-0.8927293,0.109944955,-0.581536,-0.044740062,-0.05700036,-0.69678366
0.86217415,-1.0348572,-0.9073534,-1.036633,-0.86541915,-0.75281996,-0.9933776,-0.68275815,-0.6391578
-0.50510263,-0.9405818,-0.55137193,-0.94874376,0.038626045,-0.57504135,-0.24313946,-0.09255615,-0.74882084
1.0224304,-1.1601833,-0.8767283,-0.50029194,1.0471696,-1.2022938,0.12666829,-1.2798257,-0.40120938
0.2457588,-0.96455634,-0.93345577,-0.80098975,0.09060775,-0.6358708,-0.48022643,-0.3894368,-0.866344
0.94249356,-1.0019951,-0.895171,-1.0083352,-0.38627422,-0.58773255,-0.7363087,-0.6085204,-0.7351373
-0.9217795,-0.98980767,-0.97725946,-0.9426705,0.09861594,-0.5346518,0.061183978,0.16634947,-0.6327405
0.9095739,-1.0482188,-1.0756574,-1.0122703,-0.3533842,-0.71154666,-0.44888273,-0.66527927,-0.028304424
0.9574801,-1.0162165,-0.8538094,-0.6448149,0.75596064,-1.070671,0.06291479,-1.0965111,-0.32511094
-0.11238959,-0.9222168,-0.60504454,-0.5238558,0.2198195,-0.651849,-0.23322077,-0.16825756,-0.7258265
-0.21675146,-0.9710227,-0.869094,0.030060928,0.35456717,-0.8270411,0.34763628,-0.62925875,-0.51556045
0.36015713,-1.0070007,-1.0126686,-0.9970984,-0.115992814,-0.746035,-0.8415327,-0.8513865,-0.82575154
0.759898,-1.0079561,-0.916054,-0.9981895,-0.8255207,-0.7524119,-0.9014916,-0.7081006,-0.56339633
0.22301799,-1.0250647,-1.0657624,-1.0145894,0.018103689,-0.7595522,-0.82163167,-0.9139654,-0.8834406
-0.46349016,-0.955727,-0.3674054,-1.0467908,-0.009787247,-0.5947884,-0.25667495,-0.05467882,-0.8070654
-0.27996787,-0.9577434,-0.57356536,-0.70659053,0.12276079,-0.6304765,-0.23886354,-0.15680239,-0.74152464
0.96295303,-0.98752034,-0.81736326,-0.63498384,0.7648172,-1.0685631,0.056997973,-1.0585859,-0.29135653
-0.38548616,-0.9900584,-0.99221563,-0.93177813,-0.5188234,-0.52647096,0.09194742,-0.8979032,-0.6820811
0.80180186,-0.99579227,-0.9037461,-1.0205554,-0.96924084,-0.77868587,-1.0375763,-0.7141926,-0.62678015
-0.6575342,-0.97135985,-0.64641386,-1.0356909,0.033683166,-0.5472922,-0.14815484,0.078191735,-0.7093926
0.46016005,-0.98128605,-0.7684496,-0.6596533,0.4673617,-0.8195269,-0.17209984,-0.6355244,-0.54911697
-0.11407473,-0.9064525,-0.55841774,-0.5729735,0.14259052,-0.6160815,-0.21866934,-0.19199443,-0.71220523
-0.90026057,-1.0172414,-1.0222331,-0.9976992,0.06827021,-0.56715506,0.015069086,0.15195301,-0.6776439
0.12765837,-1.0008438,-1.0610349,-1.0356401,0.1653181,-0.74344766,-0.7837975,-0.92061883,-0.88320696
0.16142827,-1.0023592,-1.0556867,-1.0444292,0.14749601,-0.75309336,-0.7798363,-0.8833285,-0.936881
-0.19677377,-1.0347997,-0.98505414,-0.95630294,-0.5082073,-0.6355143,-0.096596375,-0.96217567,-0.7412016
0.5865782,-0.98276126,-0.93228537,-0.98062897,-0.79091096,-0.6890214,-0.7364855,-0.7622088,-0.6097508
-0.42253003,-0.95182514,-0.45339552,-0.9852213,-0.018076323,-0.58040273,-0.25158554,-0.15799725,-0.7308751
-0.098903544,-0.91063917,-0.61793095,-0.48677,0.2086248,-0.63403314,-0.20210735,-0.21556392,-0.7052045
-0.23434952,-0.885206,-1.0168995,-0.73090345,0.2769934,-0.7893094,-0.43239915,-0.34297857,-0.96931547
0.23363933,-1.0052688,-0.98584163,-0.9843978,-0.12157069,-0.7226512,-0.7645908,-0.81065863,-0.823776
-0.9278128,-1.0047127,-1.102759,-0.9014252,0.089294866,-0.53330415,0.07124379,0.09159831,-0.6561675
-0.3133869,-0.88794804,-1.0021949,-0.6753456,0.3351648,-0.8100432,-0.40619943,-0.284493,-1.0046251
-0.6643942,0.980718,1.0204599,-0.15922315,0.9555341,-1.0339029,0.97703815,0.073043026,-0.7768522
0.17877296,-1.0259829,-1.0604991,-1.0181086,0.10914382,-0.7745421,-0.7992598,-0.9313244,-0.9011687
0.95252967,-1.0043666,-0.8582145,-0.957016,-0.1630538,-0.5047089,-0.58836544,-0.54087156,-0.77075005
0.89643323,-0.97964394,-0.8867258,-1.0077592,-0.9979902,-0.76418954,-1.0564002,-0.7463611,-0.59977555
-0.8792716,-0.9584724,-0.963303,-0.9725724,0.18096721,-0.55446535,-0.029332332,0.2090492,-0.65814966
-0.29954734,-0.9629107,-0.6689631,-1.0096819,-0.26472062,-0.5535977,-0.11753513,-0.41747668,-0.7510669
0.86778444,-0.9764865,-0.9209953,-0.90602696,-0.05267726,-0.7625403,-0.32945126,-0.73861235,-0.0723256
-0.7592209,-1.0373719,-0.8559056,-1.0524459,0.24043912,-0.59665453,-0.30496794,0.67599106,-0.65904593
-0.46591577,-0.9276554,-0.28559297,-1.0351849,0.001974789,-0.5484193,-0.29438776,0.014876217,-0.7836315
-0.27471372,-0.90624505,-0.9992795,-0.6788217,0.27718937,-0.78217596,-0.41100603,-0.31423867,-0.98058254
0.9590155,-1.0175798,-0.9145107,-1.0042274,-0.29611468,-0.5723954,-0.6812272,-0.63541275,-0.769206
-0.23345914,-0.9844763,-0.8450935,-0.9793785,-0.37863582,-0.58154094,-0.13418278,-0.66902405,-0.7215723
-0.37111577,-0.8341947,-1.0153382,-0.70564514,0.36748534,-0.81261057,-0.38064736,-0.25637642,-1.0109929
1.0211763,-1.0618155,-1.0217009,-0.99672353,-0.41334128,-0.7133552,-0.5076558,-0.654823,0.03426603
0.9227675,-1.0106213,-1.0294647,-1.0040956,-0.39052206,-0.70117503,-0.45842654,-0.62793547,-0.014062252
-0.13863587,-0.90077156,-0.8860296,-0.73711896,0.22152288,-0.7389255,-0.44073465,-0.38040885,-0.87037396
-0.14184639,-0.95451474,-0.8693055,-0.95582753,-0.40890127,-0.5645991,-0.12527165,-0.73355997,-0.7292978
-0.36083692,-0.9205821,-0.6502582,-0.9421437,0.3670562,-0.6133546,-0.55984366,0.93261874,-0.65053207
-0.06517633,-0.94776845,-0.98104835,-0.7747486,0.2009977,-0.7127878,-0.497244,-0.40050155,-0.9040382
-0.05636295,-0.9281998,-0.7648987,-0.69790626,0.1849889,-0.6733368,-0.40284732,-0.3675277,-0.78865576
